PLT,SPCD,PrevYR,PrevDBH,YR,DBH,Status
PLOTID_55077400010661,Acer saccharum,1998,38.608,1999,39.116,0
PLOTID_55077400010661,Acer saccharum,1998,12.954,1999,12.954,0
PLOTID_55077400010661,Acer saccharum,1998,12.7,1999,12.954,0
PLOTID_55077400010661,Acer saccharum,1998,12.7,1999,12.954,0
PLOTID_55077400010661,Ulmus rubra,1998,14.224,1999,14.478,0
PLOTID_55077400010661,Quercus velutina,1998,37.338,1999,37.592,0
PLOTID_55077400010661,Carya glabra,1998,44.45,1999,44.958,0
PLOTID_55077400010661,Carya glabra,1998,35.814,1999,35.814,0
PLOTID_55077400010661,Quercus alba,1998,57.404,1999,57.15,0
PLOTID_55077400010661,Acer saccharum,1998,12.954,1999,12.954,0
PLOTID_55077400010661,Acer saccharum,1998,12.7,1999,12.954,0
PLOTID_55077400010661,Acer saccharum,1998,12.7,1999,12.954,0
PLOTID_55077400010661,Ulmus rubra,1998,20.066,1999,20.066,0
PLOTID_55077400010661,Acer saccharum,1998,14.224,1999,14.224,0
PLOTID_55077400010661,Liquidambar styraciflua,1998,43.688,1999,43.434,0
PLOTID_55077400010661,Liquidambar styraciflua,1998,30.734,1999,30.48,0
PLOTID_55077400010661,Acer saccharum,1998,12.954,1999,12.954,0
PLOTID_55077400010661,Acer saccharum,1998,12.7,1999,12.954,0
PLOTID_55077400010661,Acer saccharum,1998,12.7,1999,12.954,0
PLOTID_55077400010661,Acer saccharum,1998,43.942,1999,43.688,0
PLOTID_55077400010661,Acer saccharum,1998,19.05,1999,19.558,0
PLOTID_55077400010661,Acer saccharum,1998,24.13,1999,24.638,0
PLOTID_55077400010661,Acer saccharum,1998,29.972,1999,30.734,0
PLOTID_55077400010661,Acer saccharum,1998,17.78,1999,18.034,0
PLOTID_55077400010661,Acer saccharum,1998,21.082,1999,21.59,0
PLOTID_55077400010661,Acer saccharum,1998,22.098,1999,22.86,0
PLOTID_55077400010661,Liriodendron tulipifera,1998,24.13,1999,24.892,0
PLOTID_55077400010661,Liriodendron tulipifera,1998,20.574,1999,21.59,0
PLOTID_55077400010661,Liriodendron tulipifera,1998,26.416,1999,27.432,0
PLOTID_55075462010661,Ulmus americana,1998,28.956,1999,28.194,0
PLOTID_55075462010661,Acer saccharum,1998,21.59,1999,22.098,0
PLOTID_55075462010661,Fraxinus americana,1998,39.878,1999,40.132,0
PLOTID_55075462010661,Fraxinus americana,1998,41.656,1999,42.164,0
PLOTID_55075462010661,Fraxinus americana,1998,42.164,1999,42.418,0
PLOTID_55075462010661,Platanus occidentalis,1998,54.61,1999,55.88,0
PLOTID_55075462010661,Acer rubrum,1998,13.462,1999,13.716,0
PLOTID_55075462010661,Ulmus americana,1998,13.97,1999,16.764,0
PLOTID_55075462010661,Fraxinus americana,1998,25.4,1999,25.654,0
PLOTID_55075462010661,Fraxinus americana,1998,24.892,1999,24.892,0
PLOTID_55075462010661,Acer rubrum,1998,17.526,1999,18.288,0
PLOTID_55075462010661,Fraxinus americana,1998,27.686,1999,27.686,0
PLOTID_55075462010661,Sassafras albidum,1998,17.78,1999,18.034,0
PLOTID_55075462010661,Quercus rubra,1998,18.542,1999,18.542,0
PLOTID_55075462010661,Quercus rubra,1998,22.86,1999,23.368,0
PLOTID_55096617010661,Sassafras albidum,1997,17.78,1999,18.034,0
PLOTID_55096617010661,Quercus imbricaria,1997,47.244,1999,48.26,0
PLOTID_55096617010661,Acer saccharum,1997,33.274,1999,34.798,0
PLOTID_55096617010661,Prunus serotina,1997,29.21,1999,29.972,0
PLOTID_55096393010661,Salix nigra,1997,35.306,1999,38.1,0
PLOTID_55096393010661,Salix nigra,1997,39.624,1999,42.672,0
PLOTID_55096393010661,Salix nigra,1997,30.226,1999,32.766,0
PLOTID_55101311010661,Carya glabra,1997,50.8,1999,52.07,0
PLOTID_55101311010661,Fagus grandifolia,1997,23.114,1999,23.368,0
PLOTID_55101311010661,Carya glabra,1997,19.812,1999,20.574,0
PLOTID_55101311010661,Carya glabra,1997,20.32,1999,20.574,0
PLOTID_55101311010661,Celtis occidentalis,1997,36.576,1999,36.576,0
PLOTID_55101311010661,Quercus alba,1997,37.084,1999,37.592,0
PLOTID_55101311010661,Ulmus americana,1997,14.732,1999,14.732,0
PLOTID_55101311010661,Fagus grandifolia,1997,25.4,1999,25.654,0
PLOTID_55101311010661,Fagus grandifolia,1997,39.878,1999,40.132,0
PLOTID_55101311010661,Carya glabra,1997,19.812,1999,20.574,0
PLOTID_55101311010661,Carya glabra,1997,20.32,1999,20.574,0
PLOTID_55101311010661,Liriodendron tulipifera,1997,46.228,1999,46.736,0
PLOTID_55101311010661,Acer saccharum,1997,12.954,1999,12.954,0
PLOTID_55101311010661,Ulmus rubra,1997,28.702,1999,28.956,0
PLOTID_55101311010661,Quercus alba,1997,52.324,1999,53.594,0
PLOTID_55101311010661,Acer saccharum,1997,13.208,1999,13.208,0
PLOTID_55101311010661,Fagus grandifolia,1997,27.432,1999,27.94,0
PLOTID_55101311010661,Carya glabra,1997,27.94,1999,28.702,0
PLOTID_55101311010661,Acer saccharum,1997,27.94,1999,28.194,0
PLOTID_55101311010661,Acer saccharum,1997,39.37,1999,39.37,0
PLOTID_55101311010661,Fagus grandifolia,1997,57.912,1999,58.928,0
PLOTID_55101311010661,Acer saccharum,1997,15.748,1999,16.256,0
PLOTID_55101311010661,Acer saccharum,1997,17.526,1999,17.526,0
PLOTID_55101311010661,Acer saccharum,1997,18.034,1999,18.288,0
PLOTID_55101311010661,Populus grandidentata,1997,38.608,1999,38.608,0
PLOTID_55101311010661,Populus grandidentata,1997,35.56,1999,35.56,0
PLOTID_55101311010661,Liriodendron tulipifera,1997,32.512,1999,33.782,0
PLOTID_55102164010661,Prunus serotina,1998,13.716,1999,15.748,0
PLOTID_55102164010661,Prunus serotina,1998,14.224,1999,15.748,0
PLOTID_55102164010661,Prunus serotina,1998,15.24,1999,17.272,0
PLOTID_55102164010661,Carya glabra,1998,18.542,1999,19.558,0
PLOTID_55102164010661,Carya glabra,1998,17.78,1999,18.796,0
PLOTID_55102164010661,Carya glabra,1998,17.78,1999,18.796,0
PLOTID_55102164010661,Carya glabra,1998,19.304,1999,19.812,0
PLOTID_55102164010661,Carya glabra,1998,17.78,1999,18.796,0
PLOTID_55102164010661,Carya glabra,1998,17.78,1999,18.796,0
PLOTID_55102164010661,Platanus occidentalis,1998,13.462,1999,16.764,0
PLOTID_55102164010661,Acer saccharum,1998,19.05,1999,19.558,0
PLOTID_55102164010661,Prunus serotina,1998,13.716,1999,15.748,0
PLOTID_55102164010661,Prunus serotina,1998,14.224,1999,15.748,0
PLOTID_55102164010661,Prunus serotina,1998,13.97,1999,15.24,0
PLOTID_55102164010661,Prunus serotina,1998,13.462,1999,14.224,0
PLOTID_55102164010661,Prunus serotina,1998,12.954,1999,14.478,0
PLOTID_55102164010661,Carya glabra,1998,23.368,1999,24.384,0
PLOTID_55102943010661,Quercus alba,1997,24.384,1999,25.4,0
PLOTID_55102943010661,Quercus alba,1997,35.814,1999,36.576,0
PLOTID_55102943010661,Acer saccharum,1997,18.542,1999,19.304,0
PLOTID_55102943010661,Acer saccharum,1997,19.05,1999,20.066,0
PLOTID_55102943010661,Carya ovata,1997,26.67,1999,28.194,0
PLOTID_55102943010661,Ulmus rubra,1997,16.51,1999,16.51,0
PLOTID_55102943010661,Acer saccharum,1997,14.224,1999,14.732,0
PLOTID_55102943010661,Acer saccharum,1997,17.018,1999,17.78,0
PLOTID_55102943010661,Carya ovata,1997,46.99,1999,47.498,0
PLOTID_55098709010661,Pinus virginiana,1997,19.05,1999,19.05,0
PLOTID_55098709010661,Pinus strobus,1997,17.526,1999,18.288,0
PLOTID_55098709010661,Pinus resinosa,1997,18.034,1999,18.034,0
PLOTID_55098709010661,Pinus resinosa,1997,21.59,1999,21.59,0
PLOTID_55098709010661,Pinus strobus,1997,40.386,1999,41.656,0
PLOTID_55098709010661,Pinus resinosa,1997,27.94,1999,28.194,0
PLOTID_55098709010661,Pinus strobus,1997,28.702,1999,29.21,0
PLOTID_55098709010661,Pinus resinosa,1997,25.146,1999,25.908,0
PLOTID_55098709010661,Pinus resinosa,1997,25.654,1999,25.908,0
PLOTID_55098709010661,Pinus virginiana,1997,24.384,1999,24.384,0
PLOTID_55098709010661,Prunus serotina,1997,22.352,1999,22.86,0
PLOTID_55098709010661,Pinus resinosa,1997,34.29,1999,34.798,0
PLOTID_55098709010661,Pinus resinosa,1997,15.748,1999,15.748,0
PLOTID_55098709010661,Pinus resinosa,1997,20.828,1999,21.336,0
PLOTID_55098709010661,Pinus resinosa,1997,25.146,1999,25.908,0
PLOTID_55098709010661,Pinus resinosa,1997,25.654,1999,25.908,0
PLOTID_55098709010661,Pinus resinosa,1997,18.288,1999,18.796,0
PLOTID_55098709010661,Pinus virginiana,1997,20.32,1999,20.32,0
PLOTID_55098709010661,Sassafras albidum,1997,18.542,1999,19.304,0
PLOTID_55098709010661,Pinus resinosa,1997,19.812,1999,20.066,0
PLOTID_55098709010661,Pinus strobus,1997,13.208,1999,14.478,0
PLOTID_55098709010661,Pinus strobus,1997,13.716,1999,14.478,0
PLOTID_55098709010661,Diospyros virginiana,1997,14.224,1999,14.224,0
PLOTID_55098709010661,Prunus serotina,1997,14.478,1999,14.732,0
PLOTID_55098709010661,Betula nigra,1997,25.146,1999,25.146,0
PLOTID_55098709010661,Pinus strobus,1997,13.208,1999,14.478,0
PLOTID_55098709010661,Pinus strobus,1997,13.716,1999,14.478,0
PLOTID_55098709010661,Platanus occidentalis,1997,16.256,1999,16.256,0
PLOTID_55098709010661,Ulmus americana,1997,13.462,1999,13.97,0
PLOTID_55098709010661,Ulmus americana,1997,22.606,1999,22.86,0
PLOTID_55098709010661,Ulmus americana,1997,16.256,1999,16.764,0
PLOTID_55098709010661,Ulmus americana,1997,22.86,1999,23.368,0
PLOTID_55137543010661,Fagus grandifolia,1997,44.45,1999,45.466,0
PLOTID_55137543010661,Acer rubrum,1997,22.86,1999,23.114,0
PLOTID_55137543010661,Quercus velutina,1997,36.068,1999,36.322,0
PLOTID_55137543010661,Quercus velutina,1997,36.83,1999,37.338,0
PLOTID_55137543010661,Quercus velutina,1997,44.45,1999,44.704,0
PLOTID_55137543010661,Quercus alba,1997,43.942,1999,44.704,0
PLOTID_55137543010661,Quercus alba,1997,45.212,1999,45.974,0
PLOTID_55137543010661,Quercus alba,1997,53.34,1999,54.102,0
PLOTID_55137543010661,Carya ovata,1997,32.512,1999,33.274,0
PLOTID_55137543010661,Quercus alba,1997,13.208,1999,13.462,0
PLOTID_55137543010661,Quercus velutina,1997,30.988,1999,31.496,0
PLOTID_55137543010661,Carya glabra,1997,30.226,1999,30.226,0
PLOTID_55137543010661,Carya glabra,1997,27.686,1999,27.94,0
PLOTID_55137543010661,Carya glabra,1997,37.084,1999,37.846,0
PLOTID_55137543010661,Carya glabra,1997,25.4,1999,25.4,0
PLOTID_55137543010661,Carya glabra,1997,34.544,1999,35.052,0
PLOTID_55137543010661,Carya glabra,1997,21.59,1999,21.59,0
PLOTID_55161465010661,Ulmus rubra,1997,16.764,1999,18.034,0
PLOTID_55161465010661,Prunus serotina,1997,19.05,1999,19.812,0
PLOTID_55161465010661,Prunus serotina,1997,24.892,1999,27.432,0
PLOTID_55161465010661,Acer saccharum,1997,20.066,1999,20.828,0
PLOTID_55161465010661,Acer saccharum,1997,29.21,1999,30.226,0
PLOTID_55161465010661,Acer saccharum,1997,25.146,1999,25.4,0
PLOTID_55161465010661,Acer saccharum,1997,14.224,1999,14.732,0
PLOTID_55161465010661,Acer saccharum,1997,32.512,1999,33.782,0
PLOTID_55161465010661,Acer saccharum,1997,34.036,1999,36.068,0
PLOTID_55161465010661,Juglans nigra,1997,13.208,1999,14.732,0
PLOTID_55161465010661,Morus rubra,1997,13.716,1999,13.97,0
PLOTID_55161465010661,Morus rubra,1997,12.954,1999,13.462,0
PLOTID_55161465010661,Morus rubra,1997,17.018,1999,17.272,0
PLOTID_55161465010661,Platanus occidentalis,1997,71.12,1999,72.39,0
PLOTID_55161465010661,Platanus occidentalis,1997,56.896,1999,59.182,0
PLOTID_55161465010661,Platanus occidentalis,1997,60.96,1999,62.738,0
PLOTID_55161465010661,Ulmus rubra,1997,30.226,1999,31.75,0
PLOTID_55161465010661,Ulmus rubra,1997,17.272,1999,19.558,0
PLOTID_55161465010661,Gleditsia triacanthos,1997,15.748,1999,16.51,0
PLOTID_55161465010661,Acer saccharum,1997,46.482,1999,47.244,0
PLOTID_55160701010661,Acer saccharum,1997,18.542,1999,20.32,0
PLOTID_55160701010661,Acer saccharum,1997,13.97,1999,14.986,0
PLOTID_55160701010661,Quercus rubra,1997,90.932,1999,91.694,0
PLOTID_55160701010661,Fagus grandifolia,1997,28.194,1999,29.21,0
PLOTID_55160701010661,Fagus grandifolia,1997,38.1,1999,39.116,0
PLOTID_55160701010661,Acer saccharum,1997,43.18,1999,44.704,0
PLOTID_55160701010661,Acer saccharum,1997,29.464,1999,30.48,0
PLOTID_55160701010661,Acer saccharum,1997,22.098,1999,22.86,0
PLOTID_55160701010661,Acer saccharum,1997,21.59,1999,22.86,0
PLOTID_55160701010661,Fagus grandifolia,1997,58.166,1999,58.674,0
PLOTID_55160701010661,Acer saccharum,1997,18.542,1999,19.812,0
PLOTID_55160701010661,Quercus alba,1997,75.946,1999,75.946,0
PLOTID_55160701010661,Acer saccharum,1997,22.098,1999,22.86,0
PLOTID_55160701010661,Acer saccharum,1997,21.59,1999,22.86,0
PLOTID_55162246010661,Acer saccharum,1997,36.576,1999,37.084,0
PLOTID_55162246010661,Tilia americana,1997,27.178,1999,27.178,0
PLOTID_55162246010661,Liriodendron tulipifera,1997,46.482,1999,49.022,0
PLOTID_55162246010661,Fagus grandifolia,1997,45.974,1999,46.99,0
PLOTID_55162246010661,Fagus grandifolia,1997,28.448,1999,28.956,0
PLOTID_55162246010661,Acer saccharum,1997,31.496,1999,32.512,0
PLOTID_55162246010661,Acer saccharum,1997,36.068,1999,37.338,0
PLOTID_55162246010661,Acer saccharum,1997,42.164,1999,43.434,0
PLOTID_55162246010661,Acer saccharum,1997,25.4,1999,25.4,0
PLOTID_55162246010661,Acer saccharum,1997,39.878,1999,40.386,0
PLOTID_55162246010661,Acer saccharum,1997,47.244,1999,47.752,0
PLOTID_55166333010661,Acer saccharum,1997,17.272,1999,19.05,0
PLOTID_55166333010661,Acer saccharum,1997,31.75,1999,33.274,0
PLOTID_55166333010661,Acer saccharum,1997,23.368,1999,24.384,0
PLOTID_55166333010661,Acer saccharum,1997,14.986,1999,16.002,0
PLOTID_55166333010661,Acer saccharum,1997,14.732,1999,14.986,0
PLOTID_55166333010661,Carya cordiformis,1997,31.496,1999,33.528,0
PLOTID_55166333010661,Quercus velutina,1997,20.828,1999,22.606,0
PLOTID_55166333010661,Acer saccharum,1997,19.558,1999,20.066,0
PLOTID_55166859010661,Betula nigra,1997,15.24,1999,15.494,0
PLOTID_55166859010661,Betula nigra,1997,13.716,1999,14.224,0
PLOTID_55166859010661,Betula nigra,1997,14.732,1999,14.986,0
PLOTID_55166859010661,Quercus alba,1997,21.59,1999,22.098,0
PLOTID_55166859010661,Quercus alba,1997,34.544,1999,36.322,0
PLOTID_55166859010661,Betula nigra,1997,12.7,1999,12.7,0
PLOTID_55166859010661,Betula nigra,1997,12.954,1999,13.208,0
PLOTID_55166859010661,Betula nigra,1997,12.7,1999,12.7,0
PLOTID_55171042010661,Ulmus americana,1998,17.272,1999,17.526,0
PLOTID_55171042010661,Liquidambar styraciflua,1998,18.542,1999,18.542,0
PLOTID_55171042010661,Quercus palustris,1998,48.514,1999,48.768,0
PLOTID_55171042010661,Acer rubrum,1998,12.7,1999,13.208,0
PLOTID_55171042010661,Liquidambar styraciflua,1998,14.478,1999,14.732,0
PLOTID_55171042010661,Ulmus americana,1998,12.7,1999,12.954,0
PLOTID_55171042010661,Liquidambar styraciflua,1998,16.002,1999,17.018,0
PLOTID_55171042010661,Nyssa sylvatica,1998,63.246,1999,63.246,0
PLOTID_55171042010661,Carya alba,1998,39.116,1999,39.116,0
PLOTID_55171042010661,Quercus velutina,1998,73.406,1999,73.914,0
PLOTID_55171042010661,Carya ovata,1998,20.32,1999,20.32,0
PLOTID_55171042010661,Quercus rubra,1998,40.894,1999,40.894,0
PLOTID_55171042010661,Quercus bicolor,1998,65.532,1999,65.532,0
PLOTID_55171042010661,Quercus bicolor,1998,19.304,1999,19.304,0
PLOTID_55171042010661,Quercus palustris,1998,55.118,1999,55.118,0
PLOTID_55171042010661,Acer rubrum,1998,13.462,1999,13.716,0
PLOTID_55171042010661,Nyssa sylvatica,1998,14.732,1999,14.732,0
PLOTID_55171042010661,Acer rubrum,1998,13.208,1999,13.462,0
PLOTID_55171042010661,Nyssa sylvatica,1998,38.354,1999,38.862,0
PLOTID_55171042010661,Carya ovata,1998,34.798,1999,35.56,0
PLOTID_55171042010661,Nyssa sylvatica,1998,37.084,1999,37.084,0
PLOTID_55171042010661,Carya ovata,1998,18.542,1999,18.796,0
PLOTID_55171042010661,Liquidambar styraciflua,1998,16.002,1999,16.51,0
PLOTID_55176442010661,Liriodendron tulipifera,1997,23.114,1999,26.162,0
PLOTID_55176442010661,Fraxinus americana,1997,25.146,1999,26.162,0
PLOTID_55176442010661,Fraxinus americana,1997,31.496,1999,33.782,0
PLOTID_55176442010661,Fraxinus americana,1997,21.336,1999,22.86,0
PLOTID_55176442010661,Fraxinus americana,1997,20.574,1999,20.828,0
PLOTID_55176442010661,Prunus serotina,1997,14.224,1999,14.732,0
PLOTID_55176442010661,Fraxinus americana,1997,35.306,1999,36.83,0
PLOTID_55176442010661,Fraxinus americana,1997,19.304,1999,20.32,0
PLOTID_55176442010661,Fraxinus americana,1997,28.702,1999,30.226,0
PLOTID_55176442010661,Fraxinus americana,1997,18.542,1999,18.796,0
PLOTID_55176442010661,Fraxinus americana,1997,13.462,1999,13.462,0
PLOTID_55176442010661,Fraxinus americana,1997,29.972,1999,31.242,0
PLOTID_55176442010661,Fraxinus americana,1997,32.258,1999,32.258,0
PLOTID_55176442010661,Fraxinus americana,1997,32.004,1999,32.258,0
PLOTID_55176442010661,Fraxinus americana,1997,32.258,1999,32.258,0
PLOTID_55176442010661,Fraxinus americana,1997,32.004,1999,32.258,0
PLOTID_55176442010661,Ulmus americana,1997,12.7,1999,12.954,0
PLOTID_55176442010661,Fraxinus americana,1997,43.688,1999,44.704,0
PLOTID_55176442010661,Fraxinus americana,1997,23.876,1999,24.892,0
PLOTID_55176442010661,Fraxinus americana,1997,37.084,1999,38.1,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,18.796,1999,20.066,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,25.654,1999,26.67,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,24.638,1999,26.416,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,21.082,1999,22.606,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,35.56,1999,37.846,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,20.066,1999,20.32,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,24.892,1999,25.908,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,14.224,1999,14.224,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,24.384,1999,25.4,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,18.796,1999,19.558,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,25.908,1999,27.178,0
PLOTID_55175201010661,Carya cordiformis,1997,24.384,1999,24.384,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,26.416,1999,27.94,0
PLOTID_55175201010661,Sassafras albidum,1997,26.162,1999,26.162,0
PLOTID_55175201010661,Juglans nigra,1997,30.734,1999,31.496,0
PLOTID_55175201010661,Quercus alba,1997,35.306,1999,36.322,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,23.622,1999,24.384,0
PLOTID_55175201010661,Liriodendron tulipifera,1997,15.24,1999,16.256,0
PLOTID_55175201010661,Sassafras albidum,1997,20.574,1999,21.082,0
PLOTID_55175201010661,Sassafras albidum,1997,18.034,1999,18.542,0
PLOTID_55175201010661,Nyssa sylvatica,1997,33.528,1999,33.782,0
PLOTID_55175201010661,Nyssa sylvatica,1997,21.336,1999,21.59,0
PLOTID_55174281010661,Carya glabra,1997,32.004,1999,33.02,0
PLOTID_55174281010661,Carya alba,1997,19.304,1999,19.558,0
PLOTID_55174281010661,Carya alba,1997,31.242,1999,32.004,0
PLOTID_55174281010661,Carya alba,1997,21.59,1999,22.098,0
PLOTID_55174281010661,Acer saccharum,1997,15.494,1999,16.51,0
PLOTID_55174281010661,Acer saccharum,1997,13.97,1999,15.24,0
PLOTID_55174281010661,Quercus alba,1997,51.054,1999,51.816,0
PLOTID_55174281010661,Quercus alba,1997,48.26,1999,49.276,0
PLOTID_55174281010661,Acer saccharum,1997,13.716,1999,14.478,0
PLOTID_55174281010661,Quercus alba,1997,20.32,1999,20.828,0
PLOTID_55174281010661,Fraxinus americana,1997,31.496,1999,32.004,0
PLOTID_55174281010661,Nyssa sylvatica,1997,14.986,1999,15.494,0
PLOTID_55174281010661,Nyssa sylvatica,1997,14.224,1999,14.478,0
PLOTID_55174281010661,Quercus alba,1997,38.354,1999,39.37,0
PLOTID_55174281010661,Ulmus rubra,1997,29.718,1999,29.972,0
PLOTID_55174281010661,Carya cordiformis,1997,42.418,1999,43.18,0
PLOTID_55174281010661,Fagus grandifolia,1997,29.718,1999,30.226,0
PLOTID_55174281010661,Carya glabra,1997,23.368,1999,23.622,0
PLOTID_55174281010661,Quercus alba,1997,26.162,1999,26.924,0
PLOTID_55174281010661,Quercus velutina,1997,44.958,1999,45.974,0
PLOTID_55174281010661,Quercus velutina,1997,28.194,1999,28.956,0
PLOTID_55174281010661,Quercus alba,1997,23.368,1999,23.876,0
PLOTID_55174281010661,Quercus alba,1997,15.748,1999,16.256,0
PLOTID_55174281010661,Carya glabra,1997,21.082,1999,21.844,0
PLOTID_55173299010661,Celtis occidentalis,1997,22.606,1999,23.622,0
PLOTID_55173299010661,Gleditsia triacanthos,1997,14.732,1999,15.24,0
PLOTID_55173299010661,Ulmus americana,1997,16.764,1999,18.288,0
PLOTID_55173299010661,Ulmus americana,1997,24.892,1999,25.654,0
PLOTID_55173299010661,Fraxinus americana,1997,25.4,1999,26.924,0
PLOTID_55173299010661,Ulmus americana,1997,20.32,1999,21.59,0
PLOTID_55173299010661,Ulmus americana,1997,20.574,1999,22.098,0
PLOTID_55173299010661,Ulmus americana,1997,22.352,1999,24.384,0
PLOTID_55173299010661,Fraxinus pennsylvanica,1997,17.526,1999,19.05,0
PLOTID_55173299010661,Robinia pseudoacacia,1997,19.812,1999,20.574,0
PLOTID_55173299010661,Fraxinus pennsylvanica,1997,21.844,1999,24.384,0
PLOTID_55173299010661,Fraxinus pennsylvanica,1997,22.606,1999,25.908,0
PLOTID_55173299010661,Robinia pseudoacacia,1997,20.828,1999,21.844,0
PLOTID_55173299010661,Robinia pseudoacacia,1997,27.686,1999,28.956,0
PLOTID_55173299010661,Robinia pseudoacacia,1997,48.514,1999,49.022,0
PLOTID_55173299010661,Robinia pseudoacacia,1997,34.798,1999,35.814,0
PLOTID_55173299010661,Robinia pseudoacacia,1997,13.716,1999,13.716,0
PLOTID_55173299010661,Celtis occidentalis,1997,25.908,1999,26.924,0
PLOTID_55173299010661,Celtis occidentalis,1997,20.066,1999,20.574,0
PLOTID_55173299010661,Ulmus rubra,1997,42.418,1999,43.688,0
PLOTID_55191071010661,Quercus imbricaria,1998,14.986,1999,14.732,0
PLOTID_55191071010661,Quercus imbricaria,1998,19.558,1999,19.812,0
PLOTID_55191071010661,Quercus imbricaria,1998,18.796,1999,18.796,0
PLOTID_55191071010661,Sassafras albidum,1998,18.288,1999,18.542,0
PLOTID_55191071010661,Diospyros virginiana,1998,14.478,1999,14.732,0
PLOTID_55191071010661,Quercus imbricaria,1998,15.748,1999,16.002,0
PLOTID_55191071010661,Prunus serotina,1998,14.986,1999,14.732,0
PLOTID_55191071010661,Quercus imbricaria,1998,21.082,1999,21.336,0
PLOTID_55191071010661,Quercus imbricaria,1998,36.068,1999,36.576,0
PLOTID_55191071010661,Quercus imbricaria,1998,26.67,1999,27.686,0
PLOTID_55191071010661,Prunus serotina,1998,12.7,1999,12.7,0
PLOTID_55191071010661,Quercus imbricaria,1998,16.256,1999,16.764,0
PLOTID_55191071010661,Quercus imbricaria,1998,24.892,1999,25.908,0
PLOTID_55188546010661,Carya cordiformis,1998,29.718,1999,29.972,0
PLOTID_55188546010661,Gymnocladus dioicus,1998,34.29,1999,35.052,0
PLOTID_55188546010661,Quercus muehlenbergii,1998,37.846,1999,38.608,0
PLOTID_55188546010661,Quercus rubra,1998,37.592,1999,38.354,0
PLOTID_55188546010661,Acer saccharum,1998,16.51,1999,16.764,0
PLOTID_55195980010661,Juglans nigra,1998,25.654,1999,25.908,0
PLOTID_55195980010661,Juglans nigra,1998,27.432,1999,27.686,0
PLOTID_55196305010661,Ulmus rubra,1998,17.272,1999,18.034,0
PLOTID_55196305010661,Ulmus rubra,1998,15.24,1999,15.24,0
PLOTID_55196305010661,Prunus serotina,1998,24.892,1999,25.908,0
PLOTID_55196305010661,Populus grandidentata,1998,26.162,1999,26.924,0
PLOTID_55196305010661,Sassafras albidum,1998,19.812,1999,20.066,0
PLOTID_55196305010661,Sassafras albidum,1998,13.462,1999,13.716,0
PLOTID_55196305010661,Liriodendron tulipifera,1998,22.86,1999,23.368,0
PLOTID_55196305010661,Prunus serotina,1998,18.288,1999,18.796,0
PLOTID_55196305010661,Sassafras albidum,1998,24.892,1999,25.146,0
PLOTID_55196305010661,Sassafras albidum,1998,18.796,1999,18.796,0
PLOTID_55196305010661,Sassafras albidum,1998,20.828,1999,20.828,0
PLOTID_55196305010661,Sassafras albidum,1998,15.24,1999,15.494,0
PLOTID_55196305010661,Sassafras albidum,1998,21.336,1999,21.59,0
PLOTID_55196305010661,Sassafras albidum,1998,21.336,1999,21.59,0
PLOTID_55196305010661,Sassafras albidum,1998,21.336,1999,21.59,0
PLOTID_55196305010661,Sassafras albidum,1998,21.336,1999,21.59,0
PLOTID_55196305010661,Carya cordiformis,1998,21.59,1999,22.098,0
PLOTID_55196305010661,Platanus occidentalis,1998,14.732,1999,16.002,0
PLOTID_55196305010661,Platanus occidentalis,1998,23.114,1999,24.13,0
PLOTID_55196305010661,Tilia americana,1998,27.686,1999,28.702,0
PLOTID_55196305010661,Tilia americana,1998,27.686,1999,28.702,0
PLOTID_55196305010661,Tilia americana,1998,27.686,1999,28.702,0
PLOTID_55196305010661,Tilia americana,1998,27.686,1999,28.702,0
PLOTID_55196305010661,Quercus rubra,1998,22.098,1999,22.606,0
PLOTID_55196305010661,Carya cordiformis,1998,21.082,1999,21.082,0
PLOTID_55196305010661,Sassafras albidum,1998,16.256,1999,16.256,0
PLOTID_55196305010661,Tilia americana,1998,16.256,1999,17.018,0
PLOTID_55196305010661,Sassafras albidum,1998,20.066,1999,20.32,0
PLOTID_55196305010661,Liriodendron tulipifera,1998,41.148,1999,41.656,0
PLOTID_55196305010661,Liriodendron tulipifera,1998,42.164,1999,42.672,0
PLOTID_55196305010661,Quercus rubra,1998,39.37,1999,39.878,0
PLOTID_55070283010661,Carya glabra,1997,19.05,1999,18.796,0
PLOTID_55070283010661,Carya glabra,1997,15.494,1999,14.986,0
PLOTID_55070283010661,Quercus velutina,1997,32.004,1999,32.258,0
PLOTID_55070283010661,Carya glabra,1997,43.942,1999,43.942,0
PLOTID_55070283010661,Quercus prinus,1997,30.226,1999,30.48,0
PLOTID_55070283010661,Carya glabra,1997,13.716,1999,13.716,0
